0;0;0;0;land;false;unknown;0
1;226;92;234;land;false;plains;1
2;113;189;207;land;true;plains;1
3;199;233;69;land;true;plains;1
4;221;167;152;land;true;plains;1
5;189;83;243;land;false;plains;1
6;87;178;253;land;false;plains;1
7;83;182;243;land;false;plains;1
8;108;240;216;land;false;plains;1
9;224;204;113;land;false;plains;1
10;210;143;239;land;false;plains;1
11;230;219;163;land;false;plains;1
12;152;212;213;land;true;plains;1
13;182;240;238;land;false;plains;1
14;206;71;241;land;true;plains;1
15;241;150;139;land;false;plains;1
16;46;227;234;land;true;plains;1
17;235;214;76;land;false;plains;1
18;215;176;246;land;false;plains;1
19;173;203;211;land;false;plains;1
20;247;212;172;land;false;plains;1
21;223;161;239;land;false;plains;1
22;206;164;238;land;true;plains;1
23;148;224;194;land;true;plains;1
24;180;215;192;land;false;plains;1
25;212;115;205;land;true;plains;1
26;188;205;209;land;true;plains;1
27;249;148;204;land;false;plains;1
28;218;156;244;land;false;plains;1
29;170;222;207;land;false;plains;1
30;156;218;143;land;false;plains;1
31;181;185;167;land;true;plains;1
32;220;110;174;land;false;plains;1
33;240;236;215;land;false;plains;1
34;227;87;204;land;false;plains;1
35;117;158;227;land;false;plains;1
36;249;224;231;land;false;plains;1
37;235;239;250;land;true;plains;1
38;196;178;167;land;false;plains;1
39;140;174;210;land;false;plains;1
40;248;77;188;land;false;plains;1
41;228;159;204;land;false;plains;1
42;58;212;242;land;false;plains;1
43;224;188;248;land;false;plains;1
44;231;137;252;land;false;plains;1
45;183;209;165;land;false;plains;1
46;185;218;168;land;false;plains;1
47;242;239;28;land;true;plains;1
48;249;200;188;land;false;plains;1
49;217;239;157;land;true;plains;1
50;228;112;239;land;false;plains;1
51;238;185;141;land;true;plains;1
52;165;235;167;land;true;plains;1
53;166;189;216;land;false;plains;1
54;151;202;167;land;false;plains;1
55;230;240;60;land;true;plains;1
56;245;38;220;land;false;plains;1
57;192;193;148;land;true;plains;1
58;179;93;243;land;false;plains;1
59;137;208;212;land;false;plains;1
60;218;240;218;land;false;plains;1
61;225;244;244;land;false;plains;1
62;199;212;176;land;false;plains;1
63;220;154;137;land;false;plains;1
64;227;88;213;land;false;plains;1
65;201;209;122;land;false;plains;1
66;221;225;179;land;false;plains;1
67;154;96;253;land;false;plains;1
68;237;214;204;land;false;plains;1
69;224;155;246;land;true;plains;1
70;190;235;207;land;false;plains;1
71;159;158;207;land;false;plains;1
72;166;164;199;land;true;plains;1
73;207;171;190;land;false;plains;1
74;249;191;91;land;false;plains;1
75;249;233;104;land;false;plains;1
76;234;58;254;land;true;plains;1
77;251;235;170;land;false;plains;1
78;236;253;227;land;false;plains;1
79;242;96;248;land;false;plains;1
80;189;82;239;land;true;plains;1
81;181;159;210;land;true;plains;1
82;204;200;198;land;true;plains;1
83;80;200;252;land;true;plains;1
84;188;247;197;land;true;plains;1
85;205;221;133;land;true;plains;1
86;197;132;228;land;false;plains;1
87;131;188;195;land;true;plains;1
88;223;146;200;land;false;plains;1
89;189;193;197;land;true;plains;1
90;208;101;210;land;false;plains;1
91;233;220;171;land;true;plains;1
92;207;50;245;land;true;plains;1
93;154;231;188;land;false;plains;1
94;188;155;160;land;true;plains;1
95;253;69;233;land;false;plains;1
96;167;194;212;land;true;plains;1
97;189;164;234;land;false;plains;1
98;212;226;105;land;true;plains;1
99;232;248;66;land;true;plains;1
100;28;233;246;land;true;plains;1
101;207;246;215;land;false;plains;1
102;93;249;248;land;false;plains;1
103;143;159;215;land;true;plains;1
104;235;183;177;land;false;plains;1
105;182;235;213;land;false;plains;1
106;252;29;231;land;true;plains;1
107;124;202;196;land;false;plains;1
108;166;220;145;land;true;plains;1
109;42;217;251;land;false;plains;1
110;253;130;194;land;false;plains;1
111;163;169;218;land;false;plains;1
112;183;119;202;land;false;plains;1
113;192;106;251;land;true;plains;1
114;137;249;126;land;false;plains;1
115;212;146;246;land;true;plains;1
116;254;125;233;land;false;plains;1
117;142;241;222;land;false;plains;1
118;197;224;183;land;false;plains;1
119;144;203;244;land;false;plains;1
120;190;142;170;land;false;plains;1
121;196;178;237;land;false;plains;1
122;220;162;182;land;false;plains;1
123;250;206;241;land;true;plains;1
124;226;159;245;land;false;plains;1
125;166;247;117;land;false;plains;1
126;101;197;252;land;false;plains;1
127;168;224;218;land;false;plains;1
128;236;180;87;land;false;plains;1
129;153;224;163;land;true;plains;1
130;212;140;171;land;true;plains;1
131;154;131;217;land;false;plains;1
132;201;165;199;land;false;plains;1
133;156;120;250;land;true;plains;1
134;163;212;213;land;true;plains;1
135;216;135;197;land;false;plains;1
136;198;224;129;land;true;plains;1
137;218;238;74;land;false;plains;1
138;230;231;94;land;false;plains;1
139;229;86;253;land;false;plains;1
140;200;248;164;land;true;plains;1
141;240;249;41;land;false;plains;1
142;196;220;118;land;false;plains;1
143;240;88;251;land;true;plains;1
144;128;216;213;land;false;plains;1
145;254;230;217;land;false;plains;1
146;132;159;247;land;false;plains;1
147;224;217;112;land;true;plains;1
148;187;80;245;land;false;plains;1
149;237;152;126;land;true;plains;1
150;246;113;208;land;true;plains;1
151;79;242;247;land;false;plains;1
152;127;249;163;land;false;plains;1
153;223;138;170;land;false;plains;1
154;64;249;210;land;false;plains;1
155;214;183;163;land;false;plains;1
156;183;199;163;land;true;plains;1
157;233;159;119;land;false;plains;1
158;166;177;245;land;false;plains;1
159;250;210;241;land;false;plains;1
160;128;221;210;land;false;plains;1
161;219;187;101;land;false;plains;1
162;220;182;143;land;false;plains;1
163;170;179;155;land;false;plains;1
164;155;145;202;land;false;plains;1
165;193;179;159;land;true;plains;1
166;243;30;242;land;true;plains;1
167;250;181;187;land;false;plains;1
168;153;182;226;land;false;plains;1
169;88;195;234;land;true;plains;1
170;157;235;253;land;false;plains;1
171;144;206;163;land;false;plains;1
172;237;147;178;land;false;plains;1
173;167;167;203;land;false;plains;1
174;195;133;226;land;false;plains;1
175;248;225;178;land;false;plains;1
176;242;164;245;land;true;plains;1
177;62;215;251;land;false;plains;1
178;190;238;225;land;false;plains;1
179;192;121;211;land;false;plains;1
180;201;251;225;land;false;plains;1
181;192;230;136;land;true;plains;1
182;96;223;198;land;false;plains;1
